no,kode,nama_bahan,url_detail,Jenis pangan,Kode Baru,Kode Lama,Kelompok,Nama Inggris,Abu (Ash),Air (Water),"Besi (Fe), Ferrum, Iron",β-Karoten (Carotenes),Energi (Energy),"Fosfor (P), Phosphorus","Kalium (K), Potassium","Kalsium (Ca), Calcium",Karbohidrat (CHO),Karoten total (Re),Lemak (Fat),"Natrium (Na), Sodium","Niasin, C6H5NO2, Niacin",Protein,"Retinol (vit A), C20H30O",Riboflavin (vitamin B2),"Seng (Zn), Zinc",Serat (Fiber),"Tembaga (Cu), Copper",Tiamina (vitamin B1),Vitamin C,Spesies,Genus,Familia
295,CP028,Enting-enting wijen,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP028#AndraFarm,Olahan,CP028,-,Kacang,Enting-enting sesame,3.0,3.7,10.9,,565.0,502.0,,251.0,36.8,240.0,38.4,,,18.2,,,,1.9,,0.92,,,,
296,ER027,"Erbis, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER027#AndraFarm,Tunggal,ER027,-,Buah,"Passion-fruit (granadilla), fresh",0.5,80.0,1.1,549.0,70.0,50.0,257.1,11.0,18.9,10.0,,21.0,1.1,0.6,,0.1,0.1,7.7,0.06,,16.0,Passiflora quadrangularis L.,Passiflora,Passifloraceae
297,JP001,Es krim,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=JP001#AndraFarm,Olahan,JP001,-,Susu,Ice cream,0.8,62.1,0.1,0.0,210.0,99.0,193.4,123.0,20.6,,12.5,78.0,0.1,4.0,158.0,0.23,0.7,,,0.04,1.0,,,
298,GP061,Fillet o-fish,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP061#AndraFarm,Olahan,GP061,-,Ikan dsb,Fillet o-fish,1.5,51.0,1.8,,270.0,272.0,,239.0,19.3,580.0,15.9,439.0,,12.3,34.0,,,0.2,,0.59,,,,
299,BR007,"Gadeng/Gadung, kering",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR007#AndraFarm,Tunggal,BR007,-,Umbi,"Asiatic bitter yam, fresh",0.2,20.2,2.2,,322.0,22.0,2.0,39.0,76.6,,0.6,5.0,1.0,2.4,,0.02,0.2,,0.5,0.45,,Dioscorea hispida Dennst.,Dioscorea,Dioscoreaceae
300,DP031,Gado-gado,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP031#AndraFarm,Olahan,DP031,-,Sayur,Mixed vegetables with the peanut sauce,1.5,68.5,7.5,,137.0,135.0,,301.0,21.0,5929.0,3.2,,,6.1,3.0,,,1.1,,0.1,1.0,,,
301,BP006,"Gadung, ubi, kukus",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP006#AndraFarm,Olahan,BP006,-,Umbi,"Shrimp, sweet potatoes, steamed",0.8,77.4,0.4,,88.0,47.0,584.0,26.0,20.9,,0.3,6.0,0.4,0.6,,,0.2,0.9,0.2,0.03,,,,
302,BR008,"Gadung, ubi, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR008#AndraFarm,Tunggal,BR008,-,Umbi,"Achera, fresh",0.9,74.4,0.9,,100.0,66.0,687.2,79.0,23.5,,0.3,8.0,0.5,0.9,,,0.2,2.1,0.2,0.23,2.0,Canna edulis L.,Canna,Cannaceae
303,DR083,"Gambas (oyong), segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR083#AndraFarm,Tunggal,DR083,-,Sayur,"Angled loofah, fresh",0.4,94.5,0.9,17.0,19.0,33.0,109.1,19.0,4.1,380.0,0.2,23.0,0.4,0.8,,,0.1,1.3,,0.03,8.0,Luffa acutangula (L.) Roxburgh,Luffa,Cucurbitaceae
304,ER028,Gandaria masak,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER028#AndraFarm,Tunggal,ER028,-,Buah,Kundang,0.4,80.8,1.0,329.0,68.0,20.0,129.0,9.0,18.0,1020.0,0.1,3.0,0.7,0.7,,0.07,,2.2,,0.03,111.0,Bouea macrophylla Griffith,Bouea,Anacardiacea
305,BP007,"Ganyong, rebus",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP007#AndraFarm,Olahan,BP007,-,Umbi,"Canna, boil",1.1,74.1,0.9,,100.0,65.0,,15.0,23.8,,0.2,,,0.8,,,,0.9,,0.04,6.0,,,
306,BR009,"Ganyong, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR009#AndraFarm,Tunggal,BR009,-,Umbi,"Lesser yam (Ganyong), fresh",0.9,79.9,1.0,,77.0,67.0,,15.0,18.4,,0.2,,,0.6,,,,0.8,,0.1,9.0,Dioscorea esculenta L.,Dioscorea,Dioscoreaceae
307,ER029,"Gatep, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER029#AndraFarm,Tunggal,ER029,-,Buah,"Chestnut, fresh",1.6,52.7,3.2,51.0,191.0,69.0,403.3,186.0,39.7,,1.5,17.0,1.8,4.5,,0.2,1.4,13.4,0.69,0.05,,Inocarpus fagifer (Parkinson) Fosberg,Inocarpus,Leguminosae
308,BP026,Gatot,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP026#AndraFarm,Olahan,BP026,-,Umbi,Gatot,1.4,12.8,17.1,,347.0,44.0,242.0,78.0,83.8,,0.7,28.0,0.4,1.3,,0.1,0.7,5.8,0.2,0.02,0.0,,,
309,BP027,Geblek,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP027#AndraFarm,Olahan,BP027,-,Umbi,Geblek,1.4,52.1,0.6,,195.0,13.0,125.0,35.0,44.4,0.0,1.7,353.0,0.1,0.4,,,0.3,3.6,0.3,0.02,0.0,,,
310,BR010,"Gembili, ubi, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR010#AndraFarm,Tunggal,BR010,-,Umbi,"Yam, hofa, fresh",1.0,66.4,0.6,,131.0,56.0,200.0,14.0,31.3,,0.2,10.0,0.9,1.1,,,0.3,1.1,0.2,0.08,4.0,Dioscorea spp,Dioscorea,Dioscoreaceae
311,AP048,Gemblong,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP048#AndraFarm,Olahan,AP048,-,Serealia,Gemblong,1.2,36.2,3.3,,274.0,55.0,,69.0,55.5,,5.4,,,1.7,,,,2.2,,,,,,
312,AP049,Gendar goreng,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP049#AndraFarm,Olahan,AP049,-,Serealia,Fried Gendar,3.0,30.4,1.6,,407.0,62.0,,216.0,32.0,184.0,28.2,,0.6,6.4,,,,0.1,,0.16,,,,
313,DR084,"Genjer, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR084#AndraFarm,Tunggal,DR084,-,Sayur,"Genjer, fresh",0.4,90.0,2.1,,35.0,33.0,905.8,62.0,7.7,3800.0,0.2,64.0,1.1,1.7,,0.1,,2.5,,0.07,54.0,Limnocharis flava (L.) Buchenau,Limnocharis,Alismataceae
314,CP029,Geplak,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP029#AndraFarm,Olahan,CP029,-,Kacang,Geplak,1.0,29.6,2.1,,350.0,43.0,,151.0,53.6,120.0,14.4,,0.8,1.4,,0.02,,1.8,,0.12,,,,
315,CP030,Geplak jahe,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP030#AndraFarm,Olahan,CP030,-,Kacang,Geplak ginger,2.5,12.4,6.6,,462.0,161.0,,212.0,57.7,272.0,24.4,,0.1,3.1,,,,3.3,,0.12,,,,
316,GP062,"Gete kuah asam, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP062#AndraFarm,Olahan,GP062,-,Ikan dsb,"Gete sour soup, cooking",3.8,80.1,0.8,,75.0,880.0,150.0,1620.0,6.0,,2.0,260.0,0.1,8.2,,,1.5,,0.1,,,,,
317,BP028,Getuk goreng,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP028#AndraFarm,Olahan,BP028,-,Umbi,Fried Getuk,1.5,16.5,3.2,,360.0,81.0,,59.0,74.3,,6.4,,0.1,1.3,,,,0.8,,0.21,,,,
318,EP003,Getuk pisang,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=EP003#AndraFarm,Olahan,EP003,-,Buah,Banana Getuk,0.7,63.7,1.0,,144.0,32.0,,48.0,34.1,1464.0,0.4,,,1.1,,,,0.4,,0.34,,,,
319,BP029,Getuk singkong,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP029#AndraFarm,Olahan,BP029,-,Umbi,Cassava Getuk,1.1,49.8,1.5,,204.0,52.0,,97.0,47.4,208.0,1.4,,0.1,0.5,,,,0.8,,0.08,,,,
320,DP032,"Gudeg, sayur",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP032#AndraFarm,Olahan,DP032,-,Sayur,"Warm, vegetable",2.1,69.2,12.8,,160.0,55.0,,62.0,16.0,166.0,9.2,,,3.3,,,,2.3,,0.15,,,,
321,MP005,Gula aren,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=MP005#AndraFarm,Olahan,MP005,-,Gula,Palm sugar,1.0,7.0,3.0,,368.0,35.0,390.4,75.0,92.0,,,15.0,0.5,,,0.01,26.4,,0.04,,,,,
322,MP006,Gula kelapa,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=MP006#AndraFarm,Olahan,MP006,-,Gula,Coconut sugar,1.0,10.0,2.6,,386.0,37.0,,76.0,76.0,,10.0,2.0,0.5,3.0,,0.34,,,,,,,,
323,MP007,Gula putih,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=MP007#AndraFarm,Olahan,MP007,-,Gula,White sugar,0.6,5.4,0.1,,394.0,1.0,4.8,5.0,94.0,,,1.0,,,,,0.0,,,,,,,
324,GP063,"Gulai asam keueung, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP063#AndraFarm,Olahan,GP063,-,Ikan dsb,"Keueung tamarind curry, cooking",1.7,86.0,0.3,,52.0,102.0,141.0,62.0,1.8,,0.5,332.0,,10.0,,0.34,1.0,,,0.18,,,,
325,GP064,"Gulai ikan paya, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP064#AndraFarm,Olahan,GP064,-,Ikan dsb,"Pork fish curry, cooking",3.1,72.1,0.7,,148.0,82.0,256.0,103.0,5.0,,9.8,525.0,,10.0,,0.02,0.9,,0.1,0.26,,,,
326,GP065,"Gulai ikan, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP065#AndraFarm,Olahan,GP065,-,Ikan dsb,"Fish curry, cooking",2.0,75.7,4.8,,106.0,196.0,,306.0,2.5,2760.0,3.3,743.0,,16.5,86.0,,,,,0.32,,,,
327,FP047,Gulai kambing,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP047#AndraFarm,Olahan,FP047,-,Daging,Goat curry,1.8,78.4,1.3,,126.0,73.0,138.0,45.0,6.2,,9.4,302.0,,4.2,151.0,0.01,1.1,,0.2,0.13,,,,
328,GP066,"Gulai keumamah, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP066#AndraFarm,Olahan,GP066,-,Ikan dsb,"Curry curry, cooking",1.3,81.4,1.0,,110.0,96.0,121.0,32.0,3.2,,8.2,335.0,,5.9,,0.04,0.9,,0.2,0.33,,,,
329,DP033,Gulai pakis,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP033#AndraFarm,Olahan,DP033,-,Sayur,Coconut curry,2.6,76.1,1.7,,143.0,124.0,,548.0,6.0,9802.0,11.4,,,4.0,11.0,,,1.4,,0.35,1.0,,,
330,DP034,Gulai pliek,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP034#AndraFarm,Olahan,DP034,-,Sayur,Pliek curry,2.7,71.9,1.4,,176.0,54.0,285.0,39.0,3.2,,14.9,257.0,,7.3,,,0.6,,0.3,,,,,
331,GP067,"Gulai tiram, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP067#AndraFarm,Olahan,GP067,-,Ikan dsb,"Oyster curry, cooking",2.9,73.1,3.7,,132.0,134.0,133.0,53.0,7.8,,7.2,285.0,,9.0,389.0,0.12,0.7,,1.1,0.29,,,,
332,GP068,"Gurame asem manis, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP068#AndraFarm,Olahan,GP068,-,Ikan dsb,"Sweet tamarind carp, cooking",2.4,63.1,1.1,,192.0,169.0,,283.0,12.7,1440.0,10.1,,,12.7,19.0,,,,,0.1,,,,
333,BP030,Gurandil,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP030#AndraFarm,Olahan,BP030,-,Umbi,Gurandil,1.0,47.5,2.8,,218.0,25.0,,50.0,48.5,,2.5,,,0.5,,,,3.1,,0.19,,,,
334,FP005,Ham,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP005#AndraFarm,Olahan,FP005,-,Daging,Ham,5.8,42.0,2.5,,384.0,136.0,819.3,10.0,0.3,,35.0,112.0,9.7,16.9,,0.95,0.4,,0.11,0.7,,,,
335,JP002,Hangop,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=JP002#AndraFarm,Olahan,JP002,-,Susu,Hangop,1.5,84.0,0.2,22.0,65.0,190.0,374.4,180.0,3.5,,1.0,126.0,0.2,10.0,,0.43,,,,0.03,,,,
336,BR011,"Hofa/Ubi hutan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR011#AndraFarm,Tunggal,BR011,-,Umbi,"Lesser yam (Hofa), fresh",0.9,67.9,0.7,,127.0,8.0,4.0,30.0,29.5,,0.5,3.0,0.6,1.2,,0.05,0.2,3.4,0.1,0.3,,Dioscorea esculenta L.,Dioscorea,Dioscoreaceae
337,GP069,"Ikan asar merah, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP069#AndraFarm,Olahan,GP069,-,Ikan dsb,"Red Asar Fish, cooking",1.6,69.2,4.0,,146.0,240.0,310.0,100.0,5.6,,5.9,170.0,,17.7,224.0,,1.4,,0.3,,,,,
338,GP004,"Ikan asin, kering",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP004#AndraFarm,Olahan,GP004,-,Ikan dsb,"Salted fish, dried",16.5,40.0,2.5,,193.0,300.0,,200.0,,,1.5,,,42.0,,,,,,0.01,,,,
339,GR001,"Ikan bader, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR001#AndraFarm,Tunggal,GR001,-,Ikan dsb,"Silver barb fish, fresh",2.0,66.0,0.4,,193.0,150.0,264.9,48.0,,,13.0,118.0,4.1,19.0,45.0,0.1,0.2,,0.1,0.01,,Barbonymus gonionotus,Barbonymus,Cyprinidae
340,GR002,"Ikan balong, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR002#AndraFarm,Tunggal,GR002,-,Ikan dsb,"Balong fish, fresh",1.5,76.5,2.0,,107.0,202.0,253.4,54.0,1.5,,3.9,86.0,2.5,16.5,25.0,0.1,1.0,,0.5,0.05,,,,
341,GR003,"Ikan bambangan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR003#AndraFarm,Tunggal,GR003,-,Ikan dsb,"Blackfin Snapper, fresh",1.3,73.7,3.0,,112.0,120.0,258.7,98.0,3.7,,1.3,148.0,0.3,20.0,,,0.1,,,0.07,,Lutjanus buccanella,Lutjanus,Lutjanidae
342,GP005,"Ikan bandeng presto, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP005#AndraFarm,Olahan,GP005,-,Ikan dsb,"Presto milkfish, cooking",6.0,45.3,1.9,,296.0,659.0,,1422.0,11.3,400.0,20.3,,,17.1,6.0,,,,,0.14,69.0,,,
343,GR004,"Ikan bandeng, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR004#AndraFarm,Tunggal,GR004,-,Ikan dsb,"Milkfish, fresh",1.2,74.0,2.0,21.0,123.0,150.0,271.1,20.0,,,4.8,67.0,6.0,20.0,45.0,0.1,0.9,,,0.05,,Chanos chanos,Chanos,Chanidae
344,GR005,"Ikan banjar, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR005#AndraFarm,Tunggal,GR005,-,Ikan dsb,"Banjar fish, fresh",1.4,73.5,7.3,62.0,111.0,278.0,338.7,68.0,4.8,,0.9,99.0,7.3,19.4,,0.2,0.6,,0.2,0.03,,,,
345,GR006,"Ikan baronang, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR006#AndraFarm,Tunggal,GR006,-,Ikan dsb,"Streaked spinefoot fish, fresh",1.2,80.0,3.8,,78.0,521.0,692.0,26.0,3.7,,0.6,26.0,3.0,14.5,732.0,0.04,4.1,,4.7,0.2,,Siganus javus,Siganus,Siganidae
346,GR007,"Ikan batung, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR007#AndraFarm,Tunggal,GR007,-,Ikan dsb,"Mixed Eel fish, fresh",1.1,75.7,,,115.0,207.0,361.0,,4.2,,4.6,42.0,1.1,14.5,,0.04,0.9,,0.2,1.2,,Rasbora spp.,Rasbora spp.,Cyprinidae
347,GP006,Ikan baung bakar,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP006#AndraFarm,Olahan,GP006,-,Ikan dsb,"Asian river catfish, roast",1.4,69.8,,,144.0,169.0,236.0,18.0,5.2,,5.8,168.0,1.3,17.8,,,0.7,,0.1,,,Hemibagrus nemurus,Hemibagrus,Bagridae
348,GR008,"Ikan baung, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR008#AndraFarm,Tunggal,GR008,-,Ikan dsb,"Asian river catfish, fresh",1.2,74.9,1.3,,123.0,146.0,349.0,5.0,3.3,,5.5,32.0,1.2,15.1,,0.03,0.7,,0.1,0.2,,Hemibagrus nemurus,Hemibagrus,Bagridae
349,GR009,"Ikan bawal, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR009#AndraFarm,Tunggal,GR009,-,Ikan dsb,"Silver Pomfret, fresh",1.3,78.0,2.0,,91.0,150.0,233.3,20.0,,,1.7,129.0,1.8,19.0,45.0,0.1,0.3,,0.1,0.05,,Pampus argenteus,Pampus,Stromateidae
350,GP007,Ikan Belida bakar,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP007#AndraFarm,Olahan,GP007,-,Ikan dsb,"Indonesian featherback, roast",3.6,68.2,,,128.0,134.0,198.0,58.0,7.2,,3.0,293.0,1.5,18.0,,0.17,0.4,,0.1,1.8,,Chitala borneensis,Chitala,Notopteridae
351,GR010,"Ikan Belida, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR010#AndraFarm,Tunggal,GR010,-,Ikan dsb,"Indonesian featherback, fresh",2.3,79.2,1.3,,80.0,315.0,356.0,303.0,2.2,,1.4,41.0,1.4,14.7,,0.14,0.8,,,1.2,,Chitala borneensis,Chitala,Notopteridae
352,GR013,"Ikan beunteur, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR013#AndraFarm,Tunggal,GR013,-,Ikan dsb,"Spotted Barb, fresh",9.0,70.0,1.0,,109.0,500.0,323.5,500.0,,,4.0,109.0,2.6,17.0,45.0,0.1,1.3,,0.6,0.05,,Barbodes binotatus,Barbodes,Cyprinidae
353,GR014,"Ikan biawan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR014#AndraFarm,Tunggal,GR014,-,Ikan dsb,"Kissing goorami, fresh",1.4,79.1,1.0,,90.0,265.0,207.0,125.0,2.1,,2.5,35.0,2.9,14.9,,0.03,0.6,,0.4,0.36,,Helostoma temmincki,Helostomma,Helostomatidae
354,GR015,"Ikan bili, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR015#AndraFarm,Tunggal,GR015,-,Ikan dsb,"Billiards fish, fresh",10.6,68.3,1.5,,88.0,1760.0,202.0,27.0,6.2,,0.7,217.0,2.7,14.2,,0.09,4.1,,,0.72,,Mystacoleucus padangensis,Mystacoleucus,Cyprinidae
355,GR016,"Ikan bubara, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR016#AndraFarm,Tunggal,GR016,-,Ikan dsb,"Bubara fish, fresh",1.6,75.5,0.4,,100.0,90.0,390.0,90.0,4.9,,2.4,390.0,,14.7,,,0.8,,0.7,,,,,
356,GR017,"Ikan bulan-bulan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR017#AndraFarm,Tunggal,GR017,-,Ikan dsb,"Indo-Pacifik Tarpon, fresh",1.5,66.7,0.5,,134.0,29.0,489.0,29.0,5.0,,1.3,197.0,0.8,25.5,,0.02,0.5,,0.1,0.3,,Megalops cyprinoides,Megalops,Megalopidae
357,GP008,"Ikan cakalang asap, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP008#AndraFarm,Olahan,GP008,-,Ikan dsb,"Skipjack tuna, fish, smoked, raw",1.4,56.9,1.3,,204.0,399.0,588.0,14.0,1.9,,5.6,176.0,,34.2,1546.0,0.07,0.7,,0.3,0.53,,Katsuwonus plelamys,Katsuwonus,Scrombidae
358,GP009,"Ikan cakalang asin, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP009#AndraFarm,Olahan,GP009,-,Ikan dsb,"Skipjack tuna, fish, salted, raw",14.1,41.7,3.7,,198.0,346.0,302.1,236.0,5.5,,2.2,4304.0,,36.5,,,,,,0.06,,Katsuwonus plelamys,Katsuwonus,Scrombidae
359,GR019,"Ikan cakalang, hati, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR019#AndraFarm,Tunggal,GR019,-,Ikan dsb,"Scipjack tuna, fresh",1.4,73.4,0.9,,120.0,30.0,280.0,30.0,10.0,,3.9,420.0,0.2,11.3,,,4.3,,1.6,,,Katsuwonus pelamis,Katsuwonus,Scrombidae
360,GR020,"Ikan cakalang, jantung, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR020#AndraFarm,Tunggal,GR020,-,Ikan dsb,"Scipjack tuna, heart, fresh",1.1,76.3,3.4,,116.0,40.0,250.0,10.0,10.2,,1.2,360.0,0.1,11.2,908.0,,1.9,,0.5,,,Katsuwonus pelamis,Katsuwonus,Scrombidae
361,GR021,"Ikan cakalang, perut, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR021#AndraFarm,Tunggal,GR021,-,Ikan dsb,"Scipjack tuna, belly, fresh",0.9,79.1,2.1,,86.0,110.0,210.0,20.0,8.7,,1.1,230.0,0.3,10.2,,,9.3,,0.3,0.24,,Katsuwonus pelamis,Katsuwonus,Scrombidae
362,GP010,"Ikan calo/ peda, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP010#AndraFarm,Olahan,GP010,-,Ikan dsb,"Calo / Peda fish, raw",11.6,71.3,22.6,,81.0,174.0,,743.0,3.8,,1.9,,,11.4,15.0,,,,,,,,,
363,GR023,"Ikan daun, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR023#AndraFarm,Tunggal,GR023,-,Ikan dsb,"Leaf fish, fresh",1.2,78.6,0.8,,101.0,210.0,270.0,80.0,4.6,,4.1,120.0,0.1,11.5,,0.07,0.9,,0.1,0.08,,Nandus mercatus,Nandus,Nandidae
364,GR024,"Ikan ekor kuning, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR024#AndraFarm,Tunggal,GR024,-,Ikan dsb,"Yellowtail, fish, fresh",0.3,74.1,0.5,29.0,108.0,220.0,230.0,30.0,2.1,,1.2,50.0,0.2,22.3,40.0,0.1,0.6,,0.1,,,Cesio spp.,Caesio,Caseionidae
365,GP011,"Ikan Gabus asap, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP011#AndraFarm,Olahan,GP011,-,Ikan dsb,"Asian snakehead, fish, smoked",11.3,26.4,2.9,,261.0,1840.0,410.0,2510.0,21.9,,2.3,320.0,14.5,38.1,114.0,0.1,0.8,,0.4,0.1,,Channa striata,Channa,Channidae
366,GP012,"Ikan Gabus, kering",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP012#AndraFarm,Olahan,GP012,-,Ikan dsb,"Asian snakehead, fish, dried",14.0,24.0,0.1,,268.0,100.0,,15.0,,,4.0,,,58.0,30.0,,,,,0.1,,Channa striata,Channa,Channidae
367,GR025,"Ikan gabus, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR025#AndraFarm,Tunggal,GR025,-,Ikan dsb,"Asian snakehead, fresh",1.1,79.6,0.1,,80.0,139.0,254.0,170.0,2.6,,0.5,65.0,0.1,16.2,335.0,0.2,0.4,,0.3,0.4,,Channa striata,Channa,Channidae
368,GP013,"Ikan gete, goreng",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP013#AndraFarm,Olahan,GP013,-,Ikan dsb,"Gete fish, fried",12.6,44.7,0.8,,267.0,1240.0,440.0,2340.0,0.2,,19.4,590.0,0.2,23.1,,,1.9,,0.1,,,,,
369,GR026,"Ikan Heu, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR026#AndraFarm,Tunggal,GR026,-,Ikan dsb,"Heu fish, fresh",6.2,75.6,2.1,,81.0,990.0,210.0,1910.0,6.6,,1.6,240.0,0.2,10.0,,,2.7,,0.1,0.87,,,,
370,GR027,"Ikan hitam, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR027#AndraFarm,Tunggal,GR027,-,Ikan dsb,"Rohu (Black fish), fresh",1.1,78.2,0.4,,101.0,140.0,210.0,50.0,6.7,,3.7,70.0,0.1,10.3,67.0,0.1,0.4,,,,,Labeo rohita,Labeo,Cyprinidae
371,GP014,"Ikan hiu, kering",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP014#AndraFarm,Olahan,GP014,-,Ikan dsb,"Shark, fish, dried",6.8,23.1,2.5,,298.0,846.0,1457.0,335.0,20.2,,3.6,957.0,22.5,46.3,661.0,0.11,2.0,,0.5,0.84,,Eulamia menisonah,,
372,GR028,"Ikan hiu, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR028#AndraFarm,Tunggal,GR028,-,Ikan dsb,"Fish, shark, fresh",1.1,85.7,2.0,,57.0,206.0,,75.0,2.2,,0.3,,,10.7,,,,,0.02,0.05,,,,
373,GR029,"Ikan kacangan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR029#AndraFarm,Tunggal,GR029,-,Ikan dsb,"Pike fish, fresh",1.2,80.7,1.7,,77.0,170.0,,94.0,1.6,,0.9,,,15.6,18.0,,,,,0.07,,,,
374,GR030,"Ikan kakap, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR030#AndraFarm,Tunggal,GR030,-,Ikan dsb,"Snapper fish, fresh",2.3,77.0,1.0,,92.0,200.0,,20.0,,,0.7,,,20.0,9.0,,,,,0.05,,,,
